Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW221,01/22/2014,13:30,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,Storm Event. ,Buckeye Brook @ Mill Cove
WW221,01/22/2014,13:30,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",1200,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Mill Cove
WW221,01/22/2014,13:30,Grab,Water,0.4,Temperature - 00011,-4.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Mill Cove
WW221,01/22/2014,13:30,Grab,Air,,Temperature - 00011,-9.2,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Mill Cove
WW536,01/23/2014,11:00,Grab,Water,0.4,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Spring Green Pond at Warwick Ave.
WW536,01/23/2014,11:00,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,01/23/2014,11:00,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,01/23/2014,11:00,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",210,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Spring Green Pond at Warwick Ave.
WW536,01/23/2014,11:00,Grab,Water,0.4,Temperature - 00011,1.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Spring Green Pond at Warwick Ave.
WW536,01/23/2014,11:00,Grab,Air,,Temperature - 00011,-3.8,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Spring Green Pond at Warwick Ave.
WW218,01/25/2014,8:10,Grab,Water,0.2,Dissolved Oxygen - 00300,9.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye Brook @ Novelty Rd
WW218,01/25/2014,8:10,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Buckeye Brook @ Novelty Rd
WW218,01/25/2014,8:10,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Buckeye Brook @ Novelty Rd
WW218,01/25/2014,8:10,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",247,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Novelty Rd
WW218,01/25/2014,8:10,Grab,Water,0.2,Temperature - 00011,-0.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Novelty Rd
WW218,01/25/2014,8:10,Grab,Air,,Temperature - 00011,0,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Novelty Rd
WW221,01/25/2014,9:10,Grab,Water,0.4,Dissolved Oxygen - 00300,10.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye Brook @ Mill Cove
WW221,01/25/2014,9:10,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0.5,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Buckeye Brook @ Mill Cove
WW221,01/25/2014,9:10,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",1,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Buckeye Brook @ Mill Cove
WW221,01/25/2014,9:10,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",460,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Mill Cove
WW221,01/25/2014,9:10,Grab,Water,0.4,Temperature - 00011,0.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Mill Cove
WW221,01/25/2014,9:10,Grab,Air,,Temperature - 00011,-7.7,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Mill Cove
WW359,01/25/2014,8:00,Grab,Water,0.2,Dissolved Oxygen - 00300,9.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye Brook @ Old Warwick Ave
WW359,01/25/2014,8:00,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Buckeye Brook @ Old Warwick Ave
WW359,01/25/2014,8:00,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Buckeye Brook @ Old Warwick Ave
WW359,01/25/2014,8:00,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",253,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Old Warwick Ave
WW359,01/25/2014,8:00,Grab,Water,0.2,Temperature - 00011,-0.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Old Warwick Ave
WW359,01/25/2014,8:00,Grab,Air,,Temperature - 00011,0,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Old Warwick Ave
WW536,01/25/2014,9:30,Grab,Water,0.4,Dissolved Oxygen - 00300,9.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Spring Green Pond at Warwick Ave.
WW536,01/25/2014,9:30,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,01/25/2014,9:30,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,01/25/2014,9:30,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",200,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Spring Green Pond at Warwick Ave.
WW536,01/25/2014,9:30,Grab,Water,0.4,Temperature - 00011,5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Spring Green Pond at Warwick Ave.
WW536,01/25/2014,9:30,Grab,Air,,Temperature - 00011,7,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Spring Green Pond at Warwick Ave.
WW539,01/25/2014,8:30,Grab,Water,0.2,Dissolved Oxygen - 00300,1.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye Brook @ Old Catch Basin
WW539,01/25/2014,8:30,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Buckeye Brook @ Old Catch Basin
WW539,01/25/2014,8:30,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Buckeye Brook @ Old Catch Basin
WW539,01/25/2014,8:30,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",93,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Old Catch Basin
WW539,01/25/2014,8:30,Grab,Water,0.2,Temperature - 00011,-0.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Old Catch Basin
WW539,01/25/2014,8:30,Grab,Air,,Temperature - 00011,0.2,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Old Catch Basin
WW218,01/31/2014,,Grab,Water,0.2,Chloride - 00940,79,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Buckeye Brook @ Novelty Rd
WW218,01/31/2014,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.664,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Novelty Rd
WW218,01/31/2014,,Grab,Water,0.2,pH - 00400,7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Buckeye Brook @ Novelty Rd
WW218,01/31/2014,,Replicate,Water,0.2,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Buckeye Brook @ Novelty Rd
WW218,01/31/2014,,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd
WW221,01/31/2014,,Grab,Water,0.4,"Nitrate + Nitrite, Dissolved - 00631",1.579,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Mill Cove
WW221,01/31/2014,,Grab,Water,0.4,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Buckeye Brook @ Mill Cove
WW221,01/31/2014,,Grab,Water,0.4,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Mill Cove
WW359,01/31/2014,,Grab,Water,0.2,Chloride - 00940,81,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Buckeye Brook @ Old Warwick Ave
WW359,01/31/2014,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.606,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Old Warwick Ave
WW359,01/31/2014,,Grab,Water,0.2,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Buckeye Brook @ Old Warwick Ave
WW359,01/31/2014,,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Old Warwick Ave
WW536,01/31/2014,,Grab,Water,,"Nitrate + Nitrite, Dissolved - 00631",,mg/l,N,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,Frozen - no sample,Spring Green Pond at Warwick Ave.
WW536,01/31/2014,,Grab,Water,,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Frozen - no sample,Spring Green Pond at Warwick Ave.
WW536,01/31/2014,,Grab,Water,,"Phosphorus, Dissolved - 00666",,ug/l,N,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,Frozen - no sample,Spring Green Pond at Warwick Ave.
WW538,01/31/2014,,Grab,Water,0.2,Chloride - 00940,69,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,01/31/2014,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",2.082,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,01/31/2014,,Grab,Water,0.2,pH - 00400,6.7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,01/31/2014,,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Lakeshore Dr (culvert)
WW539,01/31/2014,,Grab,Water,,"Nitrate + Nitrite, Dissolved - 00631",,mg/l,N,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,Frozen - no sample,Buckeye Brook @ Old Catch Basin
WW539,01/31/2014,,Grab,Water,,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Frozen - no sample,Buckeye Brook @ Old Catch Basin
WW539,01/31/2014,,Grab,Water,,"Phosphorus, Dissolved - 00666",,ug/l,N,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,Frozen - no sample,Buckeye Brook @ Old Catch Basin
WW218,02/04/2014,17:55,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Novelty Rd
WW218,02/04/2014,17:55,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",36,mg/l,,1,mg/l,1,mg/l,URIWW,,Storm monitoring day; night time clear; code 4,Buckeye Brook @ Novelty Rd
WW218,02/04/2014,17:55,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",72,mg/l,,2,mg/l,2,mg/l,URIWW,,Storm monitoring day; night time clear; code 4,Buckeye Brook @ Novelty Rd
WW218,02/04/2014,17:55,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",903,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Novelty Rd
WW218,02/04/2014,17:55,Grab,Water,0.2,Temperature - 00011,1.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Novelty Rd
WW218,02/04/2014,17:55,Grab,Air,,Temperature - 00011,1.7,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Novelty Rd
WW221,02/04/2014,14:45,Grab,Water,0.4,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Mill Cove
WW221,02/04/2014,14:45,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",16.5,mg/l,,1,mg/l,1,mg/l,URIWW,,Storm Event.,Buckeye Brook @ Mill Cove
WW221,02/04/2014,14:45,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",33,mg/l,,2,mg/l,2,mg/l,URIWW,,Storm Event.,Buckeye Brook @ Mill Cove
WW221,02/04/2014,14:45,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",1657,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Mill Cove
WW221,02/04/2014,14:45,Grab,Water,0.4,Temperature - 00011,2.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Mill Cove
WW221,02/04/2014,14:45,Grab,Air,,Temperature - 00011,0.4,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Mill Cove
WW359,02/04/2014,7:45,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Old Warwick Ave
WW359,02/04/2014,7:45,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",53,mg/l,,1,mg/l,1,mg/l,URIWW,,Samples diluted 1:4. Results were 14 ppm and 12.5 ppm ethylene glycol. ,Buckeye Brook @ Old Warwick Ave
WW359,02/04/2014,7:45,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",106,mg/l,,2,mg/l,2,mg/l,URIWW,,Samples diluted 1:4. Results were 14 ppm and 12.5 ppm ethylene glycol. ,Buckeye Brook @ Old Warwick Ave
WW359,02/04/2014,7:45,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",840,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Old Warwick Ave
WW359,02/04/2014,7:45,Grab,Water,0.2,Temperature - 00011,-0.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Old Warwick Ave
WW359,02/04/2014,7:45,Grab,Air,,Temperature - 00011,-0.3,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Old Warwick Ave
WW536,02/04/2014,13:00,Grab,Water,0.4,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Spring Green Pond at Warwick Ave.
WW536,02/04/2014,13:00,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,02/04/2014,13:00,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,02/04/2014,13:00,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",167,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Spring Green Pond at Warwick Ave.
WW536,02/04/2014,13:00,Grab,Water,0.4,Temperature - 00011,1.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Spring Green Pond at Warwick Ave.
WW536,02/04/2014,13:00,Grab,Air,,Temperature - 00011,9.1,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Spring Green Pond at Warwick Ave.
WW538,02/04/2014,16:15,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/04/2014,16:15,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",30,mg/l,,1,mg/l,1,mg/l,URIWW,,Storm event. Actual ethylene glycol value is >30.,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/04/2014,16:15,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",60,mg/l,,2,mg/l,2,mg/l,URIWW,,Storm event. Actual ethylene glycol value is >30.,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/04/2014,16:15,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",937,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/04/2014,16:15,Grab,Water,0.2,Temperature - 00011,6.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/04/2014,16:15,Grab,Air,,Temperature - 00011,-1,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Lakeshore Dr (culvert)
WW539,02/04/2014,17:00,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Old Catch Basin
WW539,02/04/2014,17:00,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,Storm event.,Buckeye Brook @ Old Catch Basin
WW539,02/04/2014,17:00,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,Storm event.,Buckeye Brook @ Old Catch Basin
WW539,02/04/2014,17:00,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",180,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Old Catch Basin
WW539,02/04/2014,17:00,Grab,Air,,Temperature - 00011,,C,N,-35,C,-35,C,URIWW,170.1: Temperature,Not reported,Buckeye Brook @ Old Catch Basin
WW539,02/04/2014,17:00,Grab,Water,0.2,Temperature - 00011,-0.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Old Catch Basin
WW359,02/05/2014,15:00,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Old Warwick Ave
WW359,02/05/2014,15:00,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",28,mg/l,,1,mg/l,1,mg/l,URIWW,,1st glycol sample diluted 1:4. Result was 7. Stream height = 2 ft. Yesterday was 1 ft. ,Buckeye Brook @ Old Warwick Ave
WW359,02/05/2014,15:00,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",56,mg/l,,2,mg/l,2,mg/l,URIWW,,1st glycol sample diluted 1:4. Result was 7. Stream height = 2 ft. Yesterday was 1 ft. ,Buckeye Brook @ Old Warwick Ave
WW359,02/05/2014,15:00,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",633,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Old Warwick Ave
WW359,02/05/2014,15:00,Grab,Water,0.2,Temperature - 00011,-0.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Old Warwick Ave
WW359,02/05/2014,15:00,Grab,Air,,Temperature - 00011,2,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Old Warwick Ave
WW218,02/06/2014,18:30,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Novelty Rd
WW218,02/06/2014,18:30,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",28,mg/l,,1,mg/l,1,mg/l,URIWW,,Storm event; past sunset (clear); #4 code,Buckeye Brook @ Novelty Rd
WW218,02/06/2014,18:30,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",56,mg/l,,2,mg/l,2,mg/l,URIWW,,Storm event; past sunset (clear); #4 code,Buckeye Brook @ Novelty Rd
WW218,02/06/2014,18:30,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",580,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Novelty Rd
WW218,02/06/2014,18:30,Grab,Water,0.2,Temperature - 00011,1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Novelty Rd
WW218,02/06/2014,18:30,Grab,Air,,Temperature - 00011,-7,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Novelty Rd
WW221,02/06/2014,13:50,Grab,Water,0.4,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Mill Cove
WW221,02/06/2014,13:50,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",20,mg/l,,1,mg/l,1,mg/l,URIWW,,,Buckeye Brook @ Mill Cove
WW221,02/06/2014,13:50,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",40,mg/l,,2,mg/l,2,mg/l,URIWW,,,Buckeye Brook @ Mill Cove
WW221,02/06/2014,13:50,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",1990,mg/l,Z,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,Exceeds meter's upper range,Buckeye Brook @ Mill Cove
WW221,02/06/2014,13:50,Grab,Water,0.4,Temperature - 00011,2.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye Brook @ Mill Cove
WW221,02/06/2014,13:50,Grab,Air,,Temperature - 00011,-1.9,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Buckeye Brook @ Mill Cove
WW536,02/06/2014,11:30,Grab,Water,0.4,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Spring Green Pond at Warwick Ave.
WW536,02/06/2014,11:30,Grab,Water,0.4,"Ethylene Glycol, water, unfiltered, recoverable - 91075",0,mg/l,U,1,mg/l,1,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,02/06/2014,11:30,Grab,Water,0.4,"Propylene Glycol, water, unfiltered, recoverable - 91080",0,mg/l,U,2,mg/l,2,mg/l,URIWW,,,Spring Green Pond at Warwick Ave.
WW536,02/06/2014,11:30,Grab,Water,0.4,"Solids, Total Dissolved (Electrical Conductivity) - 47004",190,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Spring Green Pond at Warwick Ave.
WW536,02/06/2014,11:30,Grab,Water,0.4,Temperature - 00011,-0.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Spring Green Pond at Warwick Ave.
WW536,02/06/2014,11:30,Grab,Air,,Temperature - 00011,8,C,,-35,C,-35,C,URIWW,170.1: Temperature,,Spring Green Pond at Warwick Ave.
WW538,02/06/2014,16:15,Grab,Water,0.2,Dissolved Oxygen - 00300,,mg/l,N,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Storm event - D.O. not run,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/06/2014,16:15,Grab,Water,0.2,"Ethylene Glycol, water, unfiltered, recoverable - 91075",37.5,mg/l,,1,mg/l,1,mg/l,URIWW,,Storm event. Actual ethylene glycol value is >15 and >60.,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/06/2014,16:15,Grab,Water,0.2,"Propylene Glycol, water, unfiltered, recoverable - 91080",75,mg/l,,2,mg/l,2,mg/l,URIWW,,Storm event. Actual ethylene glycol value is >15 and >60.,Buckeye Brook @ Lakeshore Dr (culvert)
WW538,02/06/2014,16:15,Grab,Water,0.2,"Solids, Total Dissolved (Electrical Conductivity) - 47004",1597,mg/l,,10,mg/l,10,mg/l,URIWW,C-006-1: Total Dissolved Solids in Water,,Buckeye Brook @ Lakeshore Dr (culvert)
